public_food_id_compound_id_name,compound_SMILES
FOOD00066 _ FDB021453 _ Pectic acid,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
FOOD00067 _ FDB000872 _ 4-Methoxybenzaldehyde,COC1=CC=C(C=O)C=C1
FOOD00067 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00067 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00067 _ FDB001522 _ alpha-Copaene,[H][C@@]12C3C(C)=CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C
FOOD00067 _ FDB002649 _ Dillapiol,COC1=C(OC)C(CC=C)=CC2=C1OCO2
FOOD00067 _ FDB003513 _ Calcium,[Ca++]
FOOD00067 _ FDB003516 _ Chromium,[Cr]
FOOD00067 _ FDB003520 _ Phosphorus,P
FOOD00067 _ FDB003521 _ Potassium,[K+]
FOOD00067 _ FDB003523 _ Sodium,[Na]
FOOD00067 _ FDB003575 _ Boron,B
FOOD00067 _ FDB003581 _ Cobalt,[Co]
FOOD00067 _ FDB003582 _ Copper,[Cu]
FOOD00067 _ FDB003636 _ Manganese,[Mn]
FOOD00067 _ FDB003729 _ Zinc,[Zn]
FOOD00067 _ FDB008492 _ Cuminyl alcohol,CC(C)C1=CC=C(CO)C=C1
FOOD00067 _ FDB008724 _ Cuminaldehyde,[H]C(=O)C1=CC=C(C=C1)C(C)C
FOOD00067 _ FDB009029 _ Bornyl acetate,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
FOOD00067 _ FDB012001 _ Methyl cinnamate,COC(=O)\C=C/C1=CC=CC=C1
FOOD00067 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00067 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene,COC1=CC=C(CC=C)C=C1
FOOD00067 _ FDB013444 _ Nickel,[Ni]
FOOD00067 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00067 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00067 _ FDB013573 _ Piperitone,CC(C)C1CCC(C)=CC1=O
FOOD00067 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00067 _ FDB014367 _ (+)-trans-Pinocarveol,CC1(C)[C@@H]2C[C@H]1C(=C)[C@@H](O)C2
FOOD00067 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00067 _ FDB014577 _ beta-Elemene,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C
FOOD00067 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00067 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
"FOOD00067 _ FDB014616 _ 1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
FOOD00067 _ FDB014891 _ Farnesol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
FOOD00067 _ FDB014910 _ Perillaldehyde,[H]C(=O)C1=CCC(CC1)C(C)=C
FOOD00067 _ FDB014917 _ beta-Phellandrene,CC(C)C1CCC(=C)C=C1
FOOD00067 _ FDB014919 _ Carveol,CC(=C)C1CC=C(C)C(O)C1
FOOD00067 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00067 _ FDB015006 _ S-beta-Bisabolene,CC(C)=CCCC(=C)C1CCC(C)=CC1
FOOD00067 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00067 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00067 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00067 _ FDB016251 _ Iron,[Fe]
FOOD00067 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00067 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00067 _ FDB020007 _ Benzyl cinnamate,O=C(OCC1=CC=CC=C1)\C=C/C1=CC=CC=C1
FOOD00068 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00068 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00068 _ FDB001128 _ Starch,OCC1OC(O)C(O)C(O)C1O
FOOD00068 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00068 _ FDB001936 _ Stigmasterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C
FOOD00068 _ FDB002558 _ Caffeic acid,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
FOOD00068 _ FDB002593 _ p-Coumaric acid,OC(=O)\C=C\C1=CC=C(O)C=C1
FOOD00068 _ FDB002667 _ trans-p-Methoxycinnamic acid,COC1=CC=C(\C=C\C(O)=O)C=C1
FOOD00068 _ FDB003513 _ Calcium,[Ca++]
FOOD00068 _ FDB003516 _ Chromium,[Cr]
FOOD00068 _ FDB003520 _ Phosphorus,P
FOOD00068 _ FDB003521 _ Potassium,[K+]
FOOD00068 _ FDB003523 _ Sodium,[Na]
FOOD00068 _ FDB003575 _ Boron,B
FOOD00068 _ FDB003581 _ Cobalt,[Co]
FOOD00068 _ FDB003582 _ Copper,[Cu]
FOOD00068 _ FDB003636 _ Manganese,[Mn]
FOOD00068 _ FDB003693 _ Salicylates,OC(=O)C1=CC=CC=C1[O-]
FOOD00068 _ FDB003729 _ Zinc,[Zn]
FOOD00068 _ FDB005326 _ alpha-Curcumene,CC(CCC=C)C1=CC=C(C)C=C1
FOOD00068 _ FDB009067 _ D-Camphor,CC1(C)C2CCC1(C)C(=O)C2
FOOD00068 _ FDB009636 _ Isoborneol,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
FOOD00068 _ FDB011081 _ Cyclocurcumin,COC1=C(O)C=CC(\C=C\C2=CC(=O)CC(O2)C2=CC(OC)=C(O)C=C2)=C1
FOOD00068 _ FDB011824 _ beta-D-Glucopyranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
FOOD00068 _ FDB011904 _ Quercetin,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
FOOD00068 _ FDB011961 _ Bisdemethoxycurcumin,O\C(\C=C\C1=CC=C(O)C=C1)=C/C(=O)/C=C/C1=CC=C(O)C=C1
FOOD00068 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00068 _ FDB012171 _ Eugenol,COC1=C(O)C=CC(CC=C)=C1
FOOD00068 _ FDB012185 _ Curcumenol,CC1CCC2C(C)=CC3(O)OC12CC3=C(C)C
FOOD00068 _ FDB012292 _ Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
FOOD00068 _ FDB012362 _ beta-Sitosterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C
FOOD00068 _ FDB012528 _ D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
FOOD00068 _ FDB012755 _ 1-(4-Methylphenyl)ethanol,CC(O)C1=CC=C(C)C=C1
FOOD00068 _ FDB013249 _ Curdione,CC(C)C1CC(=O)C(C)CC\C=C(C)/CC1=O
FOOD00068 _ FDB013444 _ Nickel,[Ni]
FOOD00068 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00068 _ FDB014315 _ (R)-ar-Turmerone,CC(CC(=O)C=C(C)C)C1=CC=C(C)C=C1
FOOD00068 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00068 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
"FOOD00068 _ FDB014616 _ 1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
FOOD00068 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00068 _ FDB015017 _ Zingiberene,CC(CCC=C(C)C)C1CC=C(C)C=C1
FOOD00068 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00068 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00068 _ FDB015966 _ Terpinolene,CC(C)=C1CCC(C)=CC1
FOOD00068 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00068 _ FDB016052 _ Curlone,CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1
FOOD00068 _ FDB016251 _ Iron,[Fe]
FOOD00068 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
FOOD00068 _ FDB017388 _ Turmerone,CC(CC(=O)C=C(C)C)C1=CCC(C)=CC1
FOOD00069 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00069 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00069 _ FDB003513 _ Calcium,[Ca++]
FOOD00069 _ FDB003520 _ Phosphorus,P
FOOD00069 _ FDB003521 _ Potassium,[K+]
FOOD00069 _ FDB003523 _ Sodium,[Na]
FOOD00069 _ FDB003575 _ Boron,B
FOOD00069 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00069 _ FDB013636 _ Amygdalin,OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O
FOOD00069 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00069 _ FDB016251 _ Iron,[Fe]
FOOD00070 _ FDB003513 _ Calcium,[Ca++]
FOOD00070 _ FDB003516 _ Chromium,[Cr]
FOOD00070 _ FDB003520 _ Phosphorus,P
FOOD00070 _ FDB003521 _ Potassium,[K+]
FOOD00070 _ FDB003523 _ Sodium,[Na]
FOOD00070 _ FDB003570 _ Aluminum,[AlH3]
FOOD00070 _ FDB003581 _ Cobalt,[Co]
FOOD00070 _ FDB003636 _ Manganese,[Mn]
FOOD00070 _ FDB003713 _ Silicon,[SiH4]
FOOD00070 _ FDB003722 _ Tin,[SnH4]
FOOD00070 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00070 _ FDB016251 _ Iron,[Fe]
"FOOD00070 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00072 _ FDB000374 _ Phytic acid,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
FOOD00072 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00072 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00072 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00072 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00072 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00072 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00072 _ FDB000710 _ Choline,C[N+](C)(C)CCO
FOOD00072 _ FDB000857 _ 2-Methoxy-4-vinylphenol,COC1=CC(C=C)=CC=C1O
FOOD00072 _ FDB001128 _ Starch,OCC1OC(O)C(O)C(O)C1O
FOOD00072 _ FDB001131 _ Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
FOOD00072 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00072 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00072 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00072 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00072 _ FDB002515 _ Osthol,COC1=CC=C2C=CC(=O)OC2=C1CC=C(C)C
FOOD00072 _ FDB002542 _ Bergapten,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
FOOD00072 _ FDB002943 _ Gamolenic acid,CCCCC\C=C/C\C=C\C\C=C/CCCCC(O)=O
FOOD00072 _ FDB003010 _ Dodecanoic acid,CCCCCCCCCCCC(O)=O
FOOD00072 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00072 _ FDB003339 _ Octanal,CCCCCCCC=O
FOOD00072 _ FDB003513 _ Calcium,[Ca++]
FOOD00072 _ FDB003516 _ Chromium,[Cr]
FOOD00072 _ FDB003520 _ Phosphorus,P
FOOD00072 _ FDB003521 _ Potassium,[K+]
FOOD00072 _ FDB003523 _ Sodium,[Na]
FOOD00072 _ FDB003570 _ Aluminum,[AlH3]
FOOD00072 _ FDB003575 _ Boron,B
FOOD00072 _ FDB003581 _ Cobalt,[Co]
FOOD00072 _ FDB003582 _ Copper,[Cu]
FOOD00072 _ FDB003636 _ Manganese,[Mn]
FOOD00072 _ FDB003653 _ Molybdenum,[Mo]
FOOD00072 _ FDB003713 _ Silicon,[SiH4]
FOOD00072 _ FDB003717 _ Sulfur,[S]
FOOD00072 _ FDB003722 _ Tin,[SnH4]
FOOD00072 _ FDB003729 _ Zinc,[Zn]
FOOD00072 _ FDB003763 _ Arsenic,[AsH3]
FOOD00072 _ FDB003766 _ Cadmium,[Cd]
FOOD00072 _ FDB003777 _ Lead,[Pb++]
FOOD00072 _ FDB003780 _ Mercury,[Hg]
FOOD00072 _ FDB003958 _ Methylamine,CN
FOOD00072 _ FDB003994 _ alpha-Terpinyl acetate,CC(=O)OC(C)(C)C1CCC(C)=CC1
FOOD00072 _ FDB004181 _ Lithium,[Li]
FOOD00072 _ FDB008006 _ trans-Isoasarone,COC1=CC(OC)=C(\C=C\C)C=C1OC
FOOD00072 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00072 _ FDB008529 _ Geranylacetone,CC(C)=CCC\C(C)=C/CCC(C)=O
FOOD00072 _ FDB009020 _ Betaine,C[N+](C)(C)CC([O-])=O
FOOD00072 _ FDB009029 _ Bornyl acetate,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
FOOD00072 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00072 _ FDB011824 _ beta-D-Glucopyranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
FOOD00072 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00072 _ FDB011932 _ Elemicin,COC1=CC(CC=C)=CC(OC)=C1OC
FOOD00072 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00072 _ FDB012027 _ Decanoic acid,CCCCCCCCCC(O)=O
FOOD00072 _ FDB012149 _ Falcarindiol,CCCCCCC\C=C/C(O)C#CC#CC(O)C=C
FOOD00072 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00072 _ FDB012171 _ Eugenol,COC1=C(O)C=CC(CC=C)=C1
FOOD00072 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00072 _ FDB012446 _ (±)-Citronellyl acetate,CC(CCOC(C)=O)CCC=C(C)C
FOOD00072 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00072 _ FDB012474 _ Xanthotoxin,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
FOOD00072 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00072 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00072 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00072 _ FDB012605 _ Psoralen,O=C1OC2=CC3=C(C=CO3)C=C2C=C1
FOOD00072 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00072 _ FDB012734 _ Diosgenin,CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1
FOOD00072 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00072 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00072 _ FDB012838 _ Biphenyl,C1=CC=C(C=C1)C1=CC=CC=C1
FOOD00072 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00072 _ FDB013400 _ Selenium,[Se]
FOOD00072 _ FDB013444 _ Nickel,[Ni]
FOOD00072 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00072 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00072 _ FDB013601 _ beta-Selinene,CC(=C)C1CCC2(C)CCCC(=C)C2C1
FOOD00072 _ FDB013716 _ alpha-Carotene,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/[C@H]1C(C)=CCCC1(C)C
FOOD00072 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00072 _ FDB014280 _ Luteolin 7-glucoside,OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
FOOD00072 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00072 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00072 _ FDB014504 _ Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
FOOD00072 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00072 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00072 _ FDB014654 _ Myristicin,COC1=CC(CC=C)=CC2=C1OCO2
FOOD00072 _ FDB014917 _ beta-Phellandrene,CC(C)C1CCC(=C)C=C1
FOOD00072 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00072 _ FDB015006 _ S-beta-Bisabolene,CC(C)=CCCC(=C)C1CCC(C)=CC1
"FOOD00072 _ FDB015018 _ 2,6,10-Bisabolatriene",CC(C)=CCC\C(C)=C1/CCC(C)=CC1
FOOD00072 _ FDB015360 _ alpha-Humulene,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
FOOD00072 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00072 _ FDB015469 _ beta-Ionone,CC(=O)\C=C\C1=C(C)CCCC1(C)C
FOOD00072 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00072 _ FDB015966 _ Terpinolene,CC(C)=C1CCC(C)=CC1
FOOD00072 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00072 _ FDB016251 _ Iron,[Fe]
FOOD00072 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00072 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00072 _ FDB021453 _ Pectic acid,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
FOOD00074 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00074 _ FDB001128 _ Starch,OCC1OC(O)C(O)C(O)C1O
FOOD00074 _ FDB001131 _ Sucrose,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
FOOD00074 _ FDB003513 _ Calcium,[Ca++]
FOOD00074 _ FDB003516 _ Chromium,[Cr]
FOOD00074 _ FDB003520 _ Phosphorus,P
FOOD00074 _ FDB003521 _ Potassium,[K+]
FOOD00074 _ FDB003523 _ Sodium,[Na]
FOOD00074 _ FDB003575 _ Boron,B
FOOD00074 _ FDB003581 _ Cobalt,[Co]
FOOD00074 _ FDB003582 _ Copper,[Cu]
FOOD00074 _ FDB003636 _ Manganese,[Mn]
FOOD00074 _ FDB003729 _ Zinc,[Zn]
FOOD00074 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00074 _ FDB009067 _ D-Camphor,CC1(C)C2CCC1(C)C(=O)C2
FOOD00074 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
"FOOD00074 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00074 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00074 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00074 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00074 _ FDB013574 _ (±)-Borneol,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
FOOD00074 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00074 _ FDB014378 _ Nerolidol,CC(C)=CCCC(C)=CCCC(C)(O)C=C
FOOD00074 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00074 _ FDB014490 _ Citronellol,CC(CCO)CCC=C(C)C
FOOD00074 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00074 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00074 _ FDB014945 _ Nerol,CC(C)=CCC\C(C)=C/CO
FOOD00074 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00074 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00074 _ FDB016251 _ Iron,[Fe]
FOOD00074 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00074 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00074 _ FDB019133 _ Linalyl acetate,CC(C)=CCCC(C)(OC(C)=O)C=C
FOOD00076 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00076 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00076 _ FDB003513 _ Calcium,[Ca++]
FOOD00076 _ FDB003520 _ Phosphorus,P
FOOD00076 _ FDB003521 _ Potassium,[K+]
FOOD00076 _ FDB003523 _ Sodium,[Na]
FOOD00076 _ FDB003582 _ Copper,[Cu]
FOOD00076 _ FDB003636 _ Manganese,[Mn]
FOOD00076 _ FDB003729 _ Zinc,[Zn]
FOOD00076 _ FDB003763 _ Arsenic,[AsH3]
FOOD00076 _ FDB003780 _ Mercury,[Hg]
FOOD00076 _ FDB011676 _ D-Glucitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
